formula,IC,signed_train_IC,train_sign,abs_train_IC,raw_fitness,effective_fitness,hard_invalid,research_invalid,validity_pass,invalid_reason,mean_daily_coverage_ratio,median_daily_n_valid,valid_day_ratio,method,constraint_mode,seed
"Mul(Mul(Mul(Mul(Mul(EMA($change, 12), Abs($change)), Abs($change)), Abs($change)), Abs($change)), Abs($change))",0.06282074514006414,0.06282074514006414,1,0.06282074514006414,0.06282074514006414,0.06282074514006414,False,False,True,,0.9595653971173003,759.0,1.0,gplearn_asb,off,1
"Mul(Mul(Mul(WMA($change, 12), Abs($change)), Abs($change)), Abs($change))",0.059931467931964,0.059931467931964,1,0.059931467931964,0.059931467931964,0.059931467931964,False,False,True,,0.9595653971173003,759.0,1.0,gplearn_asb,off,1
"Mul(Mul(Mul(WMA($change, 12), Abs($change)), Abs($change)), Abs($change))",0.059931467931964,0.059931467931964,1,0.059931467931964,0.059931467931964,0.059931467931964,False,False,True,,0.9595653971173003,759.0,1.0,gplearn_asb,off,1
"Mul(Mul(Mul(WMA($change, 12), Abs($change)), Abs($change)), Abs($change))",0.059931467931964,0.059931467931964,1,0.059931467931964,0.059931467931964,0.059931467931964,False,False,True,,0.9595653971173003,759.0,1.0,gplearn_asb,off,1
"Mul(Mul(Mul(WMA($change, 12), Abs($change)), Abs($change)), Abs($change))",0.059931467931964,0.059931467931964,1,0.059931467931964,0.059931467931964,0.059931467931964,False,False,True,,0.9595653971173003,759.0,1.0,gplearn_asb,off,1
"Mul(Mul(Mul(WMA($change, 12), Abs($change)), Abs($change)), Abs($change))",0.059931467931964,0.059931467931964,1,0.059931467931964,0.059931467931964,0.059931467931964,False,False,True,,0.9595653971173003,759.0,1.0,gplearn_asb,off,1
"Mul(Mul(Mul(WMA($change, 12), Abs($change)), Abs($change)), Abs($change))",0.059931467931964,0.059931467931964,1,0.059931467931964,0.059931467931964,0.059931467931964,False,False,True,,0.9595653971173003,759.0,1.0,gplearn_asb,off,1
"Mul(Mul(Mul(WMA($change, 12), Abs($change)), Abs($change)), Abs($change))",0.059931467931964,0.059931467931964,1,0.059931467931964,0.059931467931964,0.059931467931964,False,False,True,,0.9595653971173003,759.0,1.0,gplearn_asb,off,1
"Mul(Mul(Mul(WMA($change, 12), Abs($change)), Abs($change)), Abs($change))",0.059931467931964,0.059931467931964,1,0.059931467931964,0.059931467931964,0.059931467931964,False,False,True,,0.9595653971173003,759.0,1.0,gplearn_asb,off,1
"Mul(Mul(Mul(WMA($change, 12), Abs($change)), Abs($change)), Abs($change))",0.059931467931964,0.059931467931964,1,0.059931467931964,0.059931467931964,0.059931467931964,False,False,True,,0.9595653971173003,759.0,1.0,gplearn_asb,off,1
