formula,IC,signed_train_IC,train_sign,abs_train_IC,raw_fitness,effective_fitness,hard_invalid,research_invalid,validity_pass,invalid_reason,mean_daily_coverage_ratio,median_daily_n_valid,valid_day_ratio,method,constraint_mode,seed
"Std(WMA($amount, 5), 64)",0.1442426399149897,-0.009780031749371686,-1,0.009780031749371686,0.1442426399149897,0.1442426399149897,False,False,True,,0.9923755656108598,793.0,1.0,gplearn_asb,strict_penalty,3
"Max(WMA($amount, 12), 64)",0.14303136450481288,-0.0085976587540842,-1,0.0085976587540842,0.14303136450481288,0.14303136450481288,False,False,True,,0.9938682640888523,794.0,1.0,gplearn_asb,strict_penalty,3
"Max(WMA($amount, 12), 64)",0.14303136450481288,-0.0085976587540842,-1,0.0085976587540842,0.14303136450481288,0.14303136450481288,False,False,True,,0.9938682640888523,794.0,1.0,gplearn_asb,strict_penalty,3
"Max(WMA($amount, 12), 64)",0.14303136450481288,-0.0085976587540842,-1,0.0085976587540842,0.14303136450481288,0.14303136450481288,False,False,True,,0.9938682640888523,794.0,1.0,gplearn_asb,strict_penalty,3
"Max(WMA($amount, 12), 64)",0.14303136450481288,-0.0085976587540842,-1,0.0085976587540842,0.14303136450481288,0.14303136450481288,False,False,True,,0.9938682640888523,794.0,1.0,gplearn_asb,strict_penalty,3
"Max(WMA($amount, 12), 64)",0.14303136450481288,-0.0085976587540842,-1,0.0085976587540842,0.14303136450481288,0.14303136450481288,False,False,True,,0.9938682640888523,794.0,1.0,gplearn_asb,strict_penalty,3
"Max(WMA($amount, 12), 64)",0.14303136450481288,-0.0085976587540842,-1,0.0085976587540842,0.14303136450481288,0.14303136450481288,False,False,True,,0.9938682640888523,794.0,1.0,gplearn_asb,strict_penalty,3
"Max(WMA($amount, 12), 64)",0.14303136450481288,-0.0085976587540842,-1,0.0085976587540842,0.14303136450481288,0.14303136450481288,False,False,True,,0.9938682640888523,794.0,1.0,gplearn_asb,strict_penalty,3
"Max(WMA($amount, 12), 64)",0.14303136450481288,-0.0085976587540842,-1,0.0085976587540842,0.14303136450481288,0.14303136450481288,False,False,True,,0.9938682640888523,794.0,1.0,gplearn_asb,strict_penalty,3
"Max(WMA($amount, 12), 64)",0.14303136450481288,-0.0085976587540842,-1,0.0085976587540842,0.14303136450481288,0.14303136450481288,False,False,True,,0.9938682640888523,794.0,1.0,gplearn_asb,strict_penalty,3
