formula,IC,signed_train_IC,train_sign,abs_train_IC,raw_fitness,effective_fitness,hard_invalid,research_invalid,validity_pass,invalid_reason,mean_daily_coverage_ratio,median_daily_n_valid,valid_day_ratio,method,constraint_mode,seed,hof_mode,n_dedup_removed,decorr_degenerate_pairs,n_decorr_removed,decorr_max_abs_corr_final
"Div(Less($low, $change), Abs($amount))",0.05171575573454005,0.05171575573454005,1,0.05171575573454005,0.05171575573454005,0.05171575573454005,False,False,True,,0.9595653971173003,759.0,1.0,gplearn_asb,strict_penalty,0,fixed,689,0,40,1.0
"Div(Div(Less($change, $change), IdxMax(Med($adjclose, 5), 5)), Sub($volume, $change))",0.050436572921895254,0.050436572921895254,1,0.050436572921895254,0.050436572921895254,0.050436572921895254,False,False,True,,0.9595653971173003,759.0,1.0,gplearn_asb,strict_penalty,0,fixed,689,0,40,1.0
"Less(Div(Less($low, $change), Sub($volume, $change)), $open)",0.04921152548890044,0.04921152548890044,1,0.04921152548890044,0.04921152548890044,0.04921152548890044,False,False,True,,0.9595653971173003,759.0,1.0,gplearn_asb,strict_penalty,0,fixed,689,0,40,1.0
"Less(Div(Less($low, $change), Sub($volume, 3)), $open)",0.0492099722688278,0.0492099722688278,1,0.0492099722688278,0.0492099722688278,0.0492099722688278,False,False,True,,0.9595653971173003,759.0,1.0,gplearn_asb,strict_penalty,0,fixed,689,0,40,1.0
"Less(Div(Div(Less($change, $open), Sub($volume, $change)), Sub($volume, $change)), $open)",0.04158226837309887,0.04158226837309887,1,0.04158226837309887,0.04158226837309887,0.04158226837309887,False,False,True,,0.9595653971173003,759.0,1.0,gplearn_asb,strict_penalty,0,fixed,689,0,40,1.0
"Less(Div(Less(Sum(Rsquare($factor, 30), 5), $change), Sub($volume, $change)), $open)",0.0404676935345739,0.0404676935345739,1,0.0404676935345739,0.0404676935345739,0.0404676935345739,False,False,True,,0.4866679269404183,363.0,1.0,gplearn_asb,strict_penalty,0,fixed,689,0,40,1.0
"Div(Less(Sum(Rsquare($factor, 30), 5), $change), Sub($volume, $change))",0.0404676935345739,0.0404676935345739,1,0.0404676935345739,0.0404676935345739,0.0404676935345739,False,False,True,,0.4866679269404183,363.0,1.0,gplearn_asb,strict_penalty,0,fixed,689,0,40,1.0
"Less(Div(Less($change, Less(Sum(Rsquare($factor, 30), 5), $change)), Sub($volume, $change)), $open)",0.0404676935345739,0.0404676935345739,1,0.0404676935345739,0.0404676935345739,0.0404676935345739,False,False,True,,0.4866679269404183,363.0,1.0,gplearn_asb,strict_penalty,0,fixed,689,0,40,1.0
"Less(Less(Sum(Delta(Div($vwap, $close), 64), 5), $change), $open)",0.03899960242068045,0.03899960242068045,1,0.03899960242068045,0.03899960242068045,0.03899960242068045,False,False,True,,0.9378028689879901,736.0,1.0,gplearn_asb,strict_penalty,0,fixed,689,0,40,1.0
"Less(Less(Sum(Delta(Div($vwap, $close), 64), 5), $change), $change)",0.03899960242068045,0.03899960242068045,1,0.03899960242068045,0.03899960242068045,0.03899960242068045,False,False,True,,0.9378028689879901,736.0,1.0,gplearn_asb,strict_penalty,0,fixed,689,0,40,1.0
