formula,IC,signed_train_IC,train_sign,abs_train_IC,raw_fitness,effective_fitness,hard_invalid,research_invalid,validity_pass,invalid_reason,mean_daily_coverage_ratio,median_daily_n_valid,valid_day_ratio,method,constraint_mode,seed
"Add(Max(Mean(Var($amount, 12), 5), 30), Greater(Var($amount, 30), EMA(Var($amount, 30), 64)))",0.1665478012452875,-0.0050638939222279605,-1,0.0050638939222279605,0.1665478012452875,0.1665478012452875,False,False,True,,0.981729821504908,780.0,1.0,gplearn_asb,strict_penalty,1
"Greater(Var($amount, 30), EMA(Var($amount, 30), 64))",0.15880923171080447,-0.005543522739674479,-1,0.005543522739674479,0.15880923171080447,0.15880923171080447,False,False,True,,0.981729821504908,780.0,1.0,gplearn_asb,strict_penalty,1
"Sub(Greater(Var($amount, 30), EMA(Var($amount, 30), 64)), Sub(WMA($low, 30), IdxMax(EMA(Var($amount, 12), 12), 64)))",0.15880923171080447,-0.005543522743317627,-1,0.005543522743317627,0.15880923171080447,0.15880923171080447,False,False,True,,0.981729821504908,780.0,1.0,gplearn_asb,strict_penalty,1
"Greater(Var($amount, 30), EMA(Var($amount, 30), 64))",0.15880923171080447,-0.005543522739674479,-1,0.005543522739674479,0.15880923171080447,0.15880923171080447,False,False,True,,0.981729821504908,780.0,1.0,gplearn_asb,strict_penalty,1
"Sub(Greater(Var($amount, 30), Max(Mean(Var($amount, 12), 5), 30)), Sub(WMA($low, 30), IdxMax(Max(Mean(Var($amount, 12), 5), 30), 64)))",0.15852548012751858,-0.004814453390077447,-1,0.004814453390077447,0.15852548012751858,0.15852548012751858,False,False,True,,0.981729821504908,780.0,1.0,gplearn_asb,strict_penalty,1
"Sub(Greater(Var($amount, 30), Max(Mean(Var($amount, 12), 5), 30)), Sub(WMA($low, 30), IdxMax(WMA(Var($amount, 30), 5), 64)))",0.15852548012751858,-0.004814453388561337,-1,0.004814453388561337,0.15852548012751858,0.15852548012751858,False,False,True,,0.981729821504908,780.0,1.0,gplearn_asb,strict_penalty,1
"Sub(Greater(Var($amount, 30), Max(Mean(Var($amount, 12), 5), 30)), Sub(WMA(Greater($factor, $amount), 5), IdxMax(Max(Mean(Var($amount, 12), 5), 30), 64)))",0.15852548012751858,-0.004814450737012831,-1,0.004814450737012831,0.15852548012751858,0.15852548012751858,False,False,True,,0.9683656265879449,764.0,1.0,gplearn_asb,strict_penalty,1
"Sub(Greater(Var($amount, 30), Max(Mean(Var($amount, 12), 5), 30)), Sub(WMA($low, 30), IdxMax(Var($amount, 30), 64)))",0.15852548012751858,-0.004814453388547724,-1,0.004814453388547724,0.15852548012751858,0.15852548012751858,False,False,True,,0.981729821504908,780.0,1.0,gplearn_asb,strict_penalty,1
"Sub(Greater(Var($amount, 30), Max(Mean(Var($amount, 12), 5), 30)), Sub(WMA($low, 30), WMA(Std($amount, 64), 30)))",0.15852548012751858,-0.004814453401848818,-1,0.004814453401848818,0.15852548012751858,0.15852548012751858,False,False,True,,0.981729821504908,780.0,1.0,gplearn_asb,strict_penalty,1
"Greater(Var($amount, 30), Max(Mean(Var($amount, 12), 5), 30))",0.15852548012751858,-0.004814453393599293,-1,0.004814453393599293,0.15852548012751858,0.15852548012751858,False,False,True,,0.981729821504908,780.0,1.0,gplearn_asb,strict_penalty,1
