formula,IC,signed_train_IC,train_sign,abs_train_IC,raw_fitness,effective_fitness,hard_invalid,research_invalid,validity_pass,invalid_reason,mean_daily_coverage_ratio,median_daily_n_valid,valid_day_ratio,method,constraint_mode,seed,hof_mode,n_dedup_removed,decorr_degenerate_pairs,n_decorr_removed,decorr_max_abs_corr_final
"Div($change, $volume)",0.04921153102213247,0.04921153102213247,1,0.04921153102213247,0.04921153102213247,0.04921153102213247,False,False,True,,0.9595653971173003,759.0,1.0,gplearn_asb,strict_penalty,2,fixed,984,0,6,0.4856203635953009
"Less($change, $volume)",0.033098582235498185,0.033098582235498185,1,0.033098582235498185,0.033098582235498185,0.033098582235498185,False,False,True,,0.9595653971173003,759.0,1.0,gplearn_asb,strict_penalty,2,fixed,984,0,6,0.4856203635953009
"Div(8, $volume)",0.013200760117563824,0.013200760117563824,1,0.013200760117563824,0.013200760117563824,0.013200760117563824,False,False,True,,0.9595653971173003,759.0,1.0,gplearn_asb,strict_penalty,2,fixed,984,0,6,0.4856203635953009
"Delta($vwap, 5)",0.011956930994985258,-0.011956930994985258,-1,0.011956930994985258,0.011956930994985258,0.011956930994985258,False,False,True,,0.9489998669150917,752.0,0.9995886466474702,gplearn_asb,strict_penalty,2,fixed,984,0,6,0.4856203635953009
"Min($amount, 5)",0.011862887647753291,-0.011862887647753291,-1,0.011862887647753291,0.011862887647753291,0.011862887647753291,False,False,True,,0.9687060214871634,764.0,1.0,gplearn_asb,strict_penalty,2,fixed,984,0,6,0.4856203635953009
"Slope($open, 12)",0.004473296317644616,0.004473296317644616,1,0.004473296317644616,0.004473296317644616,0.004473296317644616,False,False,True,,0.9731495854203467,769.0,1.0,gplearn_asb,strict_penalty,2,fixed,984,0,6,0.4856203635953009
"IdxMax(Var($vwap, 64), 64)",0.00442103223657979,0.00442103223657979,1,0.00442103223657979,0.00442103223657979,0.00442103223657979,False,False,True,,0.9983067667626491,798.0,1.0,gplearn_asb,strict_penalty,2,fixed,984,0,6,0.4856203635953009
Log($factor),0.0034866574979034184,-0.0034866574979034184,-1,0.0034866574979034184,0.0034866574979034184,0.0034866574979034184,False,False,True,,0.9997203603777998,800.0,1.0,gplearn_asb,strict_penalty,2,fixed,984,0,6,0.4856203635953009
"Less(Mul($low, $factor), Min($amount, 5))",0.0024138762793117718,-0.0024138762793117718,-1,0.0024138762793117718,0.0024138762793117718,0.0024138762793117718,False,False,True,,0.9595653971173003,759.0,1.0,gplearn_asb,strict_penalty,2,fixed,984,0,6,0.4856203635953009
Abs($adjclose),0.0002065509149904466,0.0002065509149904466,1,0.0002065509149904466,0.0002065509149904466,0.0002065509149904466,False,False,True,,0.9595653971173003,759.0,1.0,gplearn_asb,strict_penalty,2,fixed,984,0,6,0.4856203635953009
