formula,IC,signed_train_IC,train_sign,abs_train_IC,raw_fitness,effective_fitness,hard_invalid,research_invalid,validity_pass,invalid_reason,mean_daily_coverage_ratio,median_daily_n_valid,valid_day_ratio,method,constraint_mode,seed
"Std(WMA(Mad($amount, 5), 12), 12)",1.955198224106652,-0.014361211152403157,-1,0.014361211152403157,1.955198224106652,1.955198224106652,False,False,True,,0.9805785463095151,778.0,1.0,gplearn_asb,strict_penalty,42
"Std(Mad($amount, 5), 12)",1.7335826820323375,-0.013060116373580274,-1,0.013060116373580274,1.7335826820323375,1.7335826820323375,False,False,True,,0.9754654241375695,772.0,1.0,gplearn_asb,strict_penalty,42
"Std(Mad($amount, 5), 12)",1.7335826820323375,-0.013060116373580274,-1,0.013060116373580274,1.7335826820323375,1.7335826820323375,False,False,True,,0.9754654241375695,772.0,1.0,gplearn_asb,strict_penalty,42
"Std(Mad($amount, 5), 12)",1.7335826820323375,-0.013060116373580274,-1,0.013060116373580274,1.7335826820323375,1.7335826820323375,False,False,True,,0.9754654241375695,772.0,1.0,gplearn_asb,strict_penalty,42
"Std(Mad($amount, 5), 12)",1.7335826820323375,-0.013060116373580274,-1,0.013060116373580274,1.7335826820323375,1.7335826820323375,False,False,True,,0.9754654241375695,772.0,1.0,gplearn_asb,strict_penalty,42
"Std(Abs(Mad($amount, 5)), 12)",1.7335826820323375,-0.013060116373580274,-1,0.013060116373580274,1.7335826820323375,1.7335826820323375,False,False,True,,0.9754654241375695,772.0,1.0,gplearn_asb,strict_penalty,42
"Std(Mad($amount, 5), 12)",1.7335826820323375,-0.013060116373580274,-1,0.013060116373580274,1.7335826820323375,1.7335826820323375,False,False,True,,0.9754654241375695,772.0,1.0,gplearn_asb,strict_penalty,42
"Std(Mad($amount, 5), 12)",1.7335826820323375,-0.013060116373580274,-1,0.013060116373580274,1.7335826820323375,1.7335826820323375,False,False,True,,0.9754654241375695,772.0,1.0,gplearn_asb,strict_penalty,42
"Std(Mad($amount, 5), 12)",1.7335826820323375,-0.013060116373580274,-1,0.013060116373580274,1.7335826820323375,1.7335826820323375,False,False,True,,0.9754654241375695,772.0,1.0,gplearn_asb,strict_penalty,42
"Std(Mad($amount, 5), 12)",1.7335826820323375,-0.013060116373580274,-1,0.013060116373580274,1.7335826820323375,1.7335826820323375,False,False,True,,0.9754654241375695,772.0,1.0,gplearn_asb,strict_penalty,42
