formula,IC,signed_train_IC,train_sign,abs_train_IC,raw_fitness,effective_fitness,hard_invalid,research_invalid,validity_pass,invalid_reason,mean_daily_coverage_ratio,median_daily_n_valid,valid_day_ratio,method,constraint_mode,seed,hof_mode,n_dedup_removed,decorr_degenerate_pairs,n_decorr_removed,decorr_max_abs_corr_final
"Mul(EMA(Var($amount, 12), 30), WMA($open, 12))",0.17111617079340746,-0.004227790778525394,-1,0.004227790778525394,0.17111617079340746,0.17111617079340746,False,False,True,,0.9742952045071422,771.0,1.0,gplearn_asb,strict_penalty,2,fixed,681,0,40,0.9472264632263281
"Mul(EMA(Var($amount, 5), 30), Std($amount, 30))",0.15999415003258524,-0.0033532136258701897,-1,0.0033532136258701897,0.15999415003258524,0.15999415003258524,False,False,True,,0.981729821504908,780.0,1.0,gplearn_asb,strict_penalty,2,fixed,681,0,40,0.9472264632263281
"Mul(EMA(Var($amount, 12), 30), EMA(Add(Var($amount, 5), Var(Greater(Mul($volume, $high), Mad($vwap, 5)), 30)), 12))",0.15804876497214487,-0.002002188845354249,-1,0.002002188845354249,0.15804876497214487,0.15804876497214487,False,False,True,,1.0,800.0,1.0,gplearn_asb,strict_penalty,2,fixed,681,0,40,0.9472264632263281
"Mul(EMA(Var($amount, 12), 30), Max(Std($amount, 30), 64))",0.1578663225747305,-0.0030348917162987404,-1,0.0030348917162987404,0.1578663225747305,0.1578663225747305,False,False,True,,0.9959168037844508,796.0,1.0,gplearn_asb,strict_penalty,2,fixed,681,0,40,0.9472264632263281
"Mul(EMA(Var($amount, 12), 30), Mul($vwap, Mean(EMA(Var($amount, 12), 30), 5)))",0.15786392772494784,-0.0018847994137566903,-1,0.0018847994137566903,0.15786392772494784,0.15786392772494784,False,False,True,,0.9595653971173003,759.0,1.0,gplearn_asb,strict_penalty,2,fixed,681,0,40,0.9472264632263281
"EMA(Add(Var($amount, 5), Sub(Var($amount, 12), $adjclose)), 12)",0.15783472772684284,-0.00621239894519984,-1,0.00621239894519984,0.15783472772684284,0.15783472772684284,False,False,True,,0.9999640872391738,800.0,1.0,gplearn_asb,strict_penalty,2,fixed,681,0,40,0.9472264632263281
"Mul(EMA(Var($amount, 12), 30), Max(Var($amount, 12), 64))",0.15658343378458456,-0.0029219740977516,-1,0.0029219740977516,0.15658343378458456,0.15658343378458456,False,False,True,,0.9935715754833404,794.0,1.0,gplearn_asb,strict_penalty,2,fixed,681,0,40,0.9472264632263281
"Add(Mean(EMA(Var($amount, 12), 30), 5), EMA(Var($amount, 5), 30))",0.1561438745419447,-0.00550758975673633,-1,0.00550758975673633,0.1561438745419447,0.1561438745419447,False,False,True,,1.0,800.0,1.0,gplearn_asb,strict_penalty,2,fixed,681,0,40,0.9472264632263281
"EMA(Add(Sum(Std($amount, 64), 5), Var(Greater(Var($amount, 12), Mad($vwap, 5)), 30)), 12)",0.1548707669110834,-0.00299487450959304,-1,0.00299487450959304,0.1548707669110834,0.1548707669110834,False,False,True,,0.9999994858083092,800.0,1.0,gplearn_asb,strict_penalty,2,fixed,681,0,40,0.9472264632263281
"Add(Max(Mad($amount, 30), 64), Std($amount, 30))",0.15277165805032203,-0.010718264946401504,-1,0.010718264946401504,0.15277165805032203,0.15277165805032203,False,False,True,,0.981729821504908,780.0,1.0,gplearn_asb,strict_penalty,2,fixed,681,0,40,0.9472264632263281
