formula,IC,signed_train_IC,train_sign,abs_train_IC,raw_fitness,effective_fitness,hard_invalid,research_invalid,validity_pass,invalid_reason,mean_daily_coverage_ratio,median_daily_n_valid,valid_day_ratio,method,constraint_mode,seed
"Max(Max(Std(Mad($amount, 5), 30), 5), 5)",0.15448329054251225,-0.011168992285490278,-1,0.011168992285490278,0.15448329054251225,0.15448329054251225,False,False,True,,0.9857224796541404,785.0,1.0,gplearn_asb,strict_penalty,0
"Max(Std(Mad($amount, 5), 30), 5)",0.14929940941669778,-0.011393098249828404,-1,0.011393098249828404,0.14929940941669778,0.14929940941669778,False,False,True,,0.9844648071075407,784.0,1.0,gplearn_asb,strict_penalty,0
"Max(Std(Mad($amount, 5), 30), 5)",0.14929940941669778,-0.011393098249828404,-1,0.011393098249828404,0.14929940941669778,0.14929940941669778,False,False,True,,0.9844648071075407,784.0,1.0,gplearn_asb,strict_penalty,0
"Max(Std(Mad($amount, 5), 30), 5)",0.14929940941669778,-0.011393098249828404,-1,0.011393098249828404,0.14929940941669778,0.14929940941669778,False,False,True,,0.9844648071075407,784.0,1.0,gplearn_asb,strict_penalty,0
"Max(Std(Mad($amount, 5), 30), 5)",0.14929940941669778,-0.011393098249828404,-1,0.011393098249828404,0.14929940941669778,0.14929940941669778,False,False,True,,0.9844648071075407,784.0,1.0,gplearn_asb,strict_penalty,0
"Max(Std(Mad($amount, 5), 30), 5)",0.14929940941669778,-0.011393098249828404,-1,0.011393098249828404,0.14929940941669778,0.14929940941669778,False,False,True,,0.9844648071075407,784.0,1.0,gplearn_asb,strict_penalty,0
"Max(Std(Mad($amount, 5), 30), 5)",0.14929940941669778,-0.011393098249828404,-1,0.011393098249828404,0.14929940941669778,0.14929940941669778,False,False,True,,0.9844648071075407,784.0,1.0,gplearn_asb,strict_penalty,0
"Max(Std(Mad($amount, 5), 30), 5)",0.14929940941669778,-0.011393098249828404,-1,0.011393098249828404,0.14929940941669778,0.14929940941669778,False,False,True,,0.9844648071075407,784.0,1.0,gplearn_asb,strict_penalty,0
"Max(Abs(Std(Mad($amount, 5), 30)), 5)",0.14929940941669778,-0.011393098249828404,-1,0.011393098249828404,0.14929940941669778,0.14929940941669778,False,False,True,,0.9844648071075407,784.0,1.0,gplearn_asb,strict_penalty,0
"Max(Std(Mad($amount, 5), 30), 5)",0.14929940941669778,-0.011393098249828404,-1,0.011393098249828404,0.14929940941669778,0.14929940941669778,False,False,True,,0.9844648071075407,784.0,1.0,gplearn_asb,strict_penalty,0
